employee_id,Self: Inspire with Purpose,Self: Drive for Results,Self: Own the Outcome,Self: Speak Up and Listen,Self: Lead with Empathy,Self: Grow Others,Self: Bridge Across Boundaries,Self: Act with Integrity,Self: Make it Simple,Self: Lead Change Fearlessly,Self: Learn and Adapt Fast,Self: Champion Diversity,Manager: Inspire with Purpose,Manager: Drive for Results,Manager: Own the Outcome,Manager: Speak Up and Listen,Manager: Lead with Empathy,Manager: Grow Others,Manager: Bridge Across Boundaries,Manager: Act with Integrity,Manager: Make it Simple,Manager: Lead Change Fearlessly,Manager: Learn and Adapt Fast,Manager: Champion Diversity,Peers: Inspire with Purpose,Peers: Drive for Results,Peers: Own the Outcome,Peers: Speak Up and Listen,Peers: Lead with Empathy,Peers: Grow Others,Peers: Bridge Across Boundaries,Peers: Act with Integrity,Peers: Make it Simple,Peers: Lead Change Fearlessly,Peers: Learn and Adapt Fast,Peers: Champion Diversity,Reports: Inspire with Purpose,Reports: Drive for Results,Reports: Own the Outcome,Reports: Speak Up and Listen,Reports: Lead with Empathy,Reports: Grow Others,Reports: Bridge Across Boundaries,Reports: Act with Integrity,Reports: Make it Simple,Reports: Lead Change Fearlessly,Reports: Learn and Adapt Fast,Reports: Champion Diversity
emp146995,4,4,4,5,4,3,4,4,4,5,4,4,4,5,5,4,5,5,5,5,4,4,5,5,4.615310154,4.490181218,4.59535834,3.789998112,4.846502253,4.683581258,3.551212796,4.11641939,4.342902458,4.303030008,4.551519226,4.686614814,4.530398527,4.647944963,4.76935203,4.151935347,4.070254952,4.925115602,3.758721566,4.115860234,4.300493107,3.706828308,4.483638925,3.709614975
emp144380,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,5,3,4.072988759,4.266433542,4.57323064,4.15865243,4.610732093,4.001329233,4.362952816,4.915536465,3.961127752,4.814718515,4.738672855,4.410053139,3.484201651,4.512855068,4.813506807,3.975397617,3.959927265,4.104592537,4.014112984,4.52588328,4.720689433,3.783520695,4.134242454,4.329484651
emp146187,5,3,4,4,4,5,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4.40753556,3.787252311,4.324403589,3.99075697,4.020135482,4.364684198,3.256377383,4.4183776,4.576607083,4.111564361,3.938150595,3.62205979,3.243297368,3.23672156,3.448362598,3.87242505,4.225747951,3.128265216,3.882760617,4.432115682,3.402667638,4.472657033,3.613311773,4.196219993
emp138738,4,4,4,5,3,4,4,4,5,5,5,5,4,5,5,4,5,4,4,4,4,5,5,4,4.680227786,4.43333335,4.505531758,4.252420619,4.853923901,4.609202127,3.841358456,4.296429354,4.530281439,4.32742168,4.853923901,3.528029192,4.301816754,4.524725455,4.811806724,4.864697248,3.788336069,4.864697248,3.94838476,4.425182387,4.339776845,4.663152678,4.319159907,4.167234309
emp141529,4,4,4,4,4,4,4,4,5,4,5,4,4,5,4,4,4,4,3,4,4,4,4,4,3.726789719,3.963090716,4.662573404,4.838008955,4.372848372,3.864199776,3.633596215,4.438521033,3.76736928,4.41797166,4.182556503,3.885073987,3.980440319,4.408093835,4.707665622,4.707665622,3.811025973,3.90009754,3.739968907,4.374814597,3.454718581,4.707665622,4.386930427,4.704154986
emp149227,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,5,3,4,3.492567825,4.190824145,3.51477259,4.63262167,3.753235628,4.04186028,2.982659631,4.529625582,4.082051761,3.979347778,4.489174278,3.909325651,4.24353302,3.739295933,3.582484403,3.769791615,4.120212625,4.016763818,4.216667623,4.438197368,3.914740714,4.472777297,4.662638836,3.894505018
emp133754,4,5,5,4,4,4,4,5,4,3,5,5,4,4,4,4,4,3,4,4,4,4,5,4,4.392093373,4.090980082,4.009446517,3.679631212,4.568555492,3.842154548,3.891819337,4.400587588,4.398347472,4.145024413,4.420265463,4.055551864,4.187263499,4.008108159,4.775299438,4.281250483,4.74800424,3.739530745,4.053619609,4.358952589,4.430415079,4.289145866,4.775299438,3.388246797
emp143391,4,4,5,4,4,4,4,4,4,4,5,4,3,4,5,4,4,3,4,4,3,4,5,4,4.13856112,4.46476046,4.555276632,3.978876284,3.545893501,3.368255098,4.615062819,4.365966088,4.72619928,4.323851578,4.72619928,4.72619928,4.668573935,4.441394146,3.685689692,4.667207452,4.678616566,3.499011075,4.143445373,3.890661384,4.502658166,4.080836163,4.455743566,3.965346765
emp148855,4,5,5,3,4,4,4,4,4,4,3,4,4,5,5,5,4,4,5,5,4,5,5,4,3.463710791,4.802585905,4.523670338,4.142321654,4.101364754,3.946067179,4.15445329,4.580289345,4.305649171,4.407889883,4.457500011,4.528982178,4.495001162,4.521731248,4.516383732,4.57164123,4.678382372,4.044965277,4.070130811,4.890089892,4.337379554,4.676856183,4.890089892,3.863978464
emp148618,4,4,4,3,4,5,4,5,4,4,4,5,4,4,4,5,4,5,3,5,4,5,4,5,4.243307424,4.138644384,4.461931604,3.907115991,3.748093474,4.426886088,3.127902678,4.488147663,4.166962772,4.018113011,4.68115836,4.189426764,4.206901024,3.50852022,4.51726914,4.51726914,4.292489463,3.981847759,3.416698479,3.769435976,3.6099852,4.468697891,4.51726914,3.547236809
emp145850,4,4,4,3,4,4,3,4,4,5,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4.721482982,4.04257248,4.380883378,4.268038573,3.996028451,3.872546492,3.737271853,4.435824474,3.552201614,4.79938214,4.414708918,4.548464473,3.164691739,4.480706034,3.960466924,4.578948796,4.578948796,3.928570014,3.226750909,4.280313234,3.796202887,3.522713935,4.074600698,4.257946734
emp149674,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4.683955196,4.683955196,4.092503251,4.683955196,4.045160738,3.548011889,3.287801294,4.47285553,4.574879491,4.662602206,3.879350584,4.379097674,4.012664135,4.289729156,4.374726584,3.834822422,3.719065121,3.860822278,3.741963872,4.527711736,4.016287274,4.527711736,4.287109468,3.675293821
emp144071,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,3,5,5,4,5,4,5,4,4,3.166980414,4.696097333,4.300847382,3.998903938,4.144548545,4.182062168,3.287737233,4.217005902,3.546823742,4.378616257,4.237148528,3.600626004,4.620494246,3.654246548,4.481142146,4.046882282,3.811508744,4.051753372,3.595264959,4.328093526,4.471794356,3.787666923,4.620494246,3.728278972
emp144924,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3.736711605,4.437780698,4.570798498,3.474641944,4.166041815,3.353270919,3.136088702,4.449793766,3.006029987,4.678593103,4.297006643,4.193613246,3.624887887,4.370187863,4.68966937,3.560484674,4.365790376,3.80783717,3.650406443,4.357642656,3.7627197,4.120691066,4.147107926,3.595986854
emp141941,5,5,4,5,4,4,3,5,5,5,4,4,4,4,4,4,4,4,3,4,3,4,5,4,4.459284048,4.728963192,4.728963192,4.428685906,4.059782756,4.066015667,3.953865906,4.653518736,4.096857875,4.012765137,4.045046946,4.251308596,3.477119195,4.342008286,3.430756158,4.164395911,3.988038548,3.873442944,2.852488115,4.478930332,3.712297471,3.900181191,4.340259574,4.340459836
emp142918,4,5,5,4,4,4,4,4,3,4,4,4,5,5,4,4,5,4,3,4,4,5,5,4,4.64970243,4.376366816,3.994826987,3.175081194,4.347726472,3.954445448,4.5121637,4.172036187,3.996940848,3.768801655,4.596639637,4.21140554,4.267775393,4.601820009,3.926811112,3.563385299,4.340059716,3.434413927,3.391934149,4.499397551,4.218036575,4.58206271,4.601820009,4.058680039
emp148884,4,4,5,4,5,5,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,5,5,4,4.011097559,4.650503703,4.640475017,3.145222878,3.773003591,4.698070953,3.806269221,3.757918822,3.630745571,4.45997326,4.155795351,3.894733704,4.09995351,4.803880549,4.148495409,3.826613698,4.382911984,4.682925149,4.241040298,4.296750689,4.085925048,4.431976306,4.501950345,4.816419837
emp139520,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,3.753730599,4.531734601,4.196206741,3.827424587,3.276470725,4.503045479,3.730955826,3.956931729,4.05473627,3.613901162,4.084622776,3.997095303,4.203805104,4.625943146,4.424755663,4.12459899,4.125803255,4.03129392,2.925195878,4.314174702,3.598948627,3.83187223,3.830816184,4.171056951
emp146702,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,3,3,4,4,4,4,3,4,3.668753635,4.065735738,3.838580769,4.11679757,4.062613484,3.747274318,3.443588224,3.978984077,4.394366395,4.482338231,3.678062599,4.142508127,4.547561757,3.776482792,4.798254037,4.263741501,4.013726031,4.181435781,3.90754326,4.268014064,4.249441438,4.328879393,4.19264018,3.442682202
emp144833,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,4,5,3,4,4,4,4,4,4.039182105,4.463355871,4.422987561,4.496140022,4.560284472,4.271544813,3.834342453,4.239196015,4.324237313,3.63245624,4.791249196,3.870164834,4.782730605,4.782730605,4.269628642,3.244512812,4.724320713,3.933141496,4.1215944,3.937882261,4.144784158,4.782730605,4.317530012,4.101722873
emp150150,4,4,4,4,4,4,3,4,5,5,4,4,3,4,4,4,5,4,4,4,4,5,4,5,4.282630047,4.052566568,4.326806325,3.693507171,4.517606205,3.093506903,3.887734537,3.987627414,3.853036909,4.141548848,3.896688654,3.999340716,3.643961089,4.126488208,3.692100073,3.892406191,3.79803896,4.172265029,4.210215959,4.100979235,4.642979078,4.590027378,4.618624066,4.343778729
emp132438,4,4,5,4,4,4,3,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3.996403743,4.605882394,4.676497167,4.516112357,4.280928366,4.308132558,3.214853195,4.17798175,3.705571272,3.930610809,4.676497167,3.846765763,3.984537731,4.564040756,4.776173902,4.401014349,3.781694169,4.321299059,3.387992886,4.753975797,4.088367668,4.016583982,4.482363643,3.989114363
emp149024,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,3.959553722,4.799032905,4.625568655,3.802968053,4.023976831,3.833119974,4.633157598,4.282816054,3.249150845,4.525907477,4.081976717,4.157897073,3.74277991,3.652797742,4.030686629,3.610959752,4.604335315,3.350856901,3.284170229,4.111593111,3.952559402,3.428622267,4.520678426,4.334655144
emp134420,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,3,4,4,5,5,4,4.411428113,4.61353714,3.493547563,4.049571007,4.61353714,3.522108077,3.599083485,3.833982223,4.016223829,4.052910355,4.61353714,3.581366071,3.409732151,4.664945662,4.664945662,4.664945662,4.033777609,4.067262844,3.803446623,3.777835653,4.010587671,4.09831176,4.24395873,4.496193021
emp143122,4,5,4,5,4,5,4,4,4,5,4,4,5,4,4,4,4,4,4,5,3,4,4,4,4.033461634,4.532157356,4.203279654,4.513060189,4.138734889,4.163952927,3.808939658,3.407012198,4.766141809,4.766141809,4.710588233,3.759958157,4.328138297,4.138153868,4.400032616,3.743936566,4.112227525,4.08335636,4.340292165,4.111260853,4.627806545,4.726011454,4.377619013,4.285599521
emp147425,3,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,3,5,4,5,4,4,4.567523504,3.881891392,4.064215274,3.679519735,4.623730577,3.752436577,3.625096062,3.729299763,4.161853998,4.498756354,4.081239835,3.601991965,4.205800992,4.171742059,4.493395917,3.996538977,4.334178967,3.931769674,3.763054219,4.162784517,4.576857119,4.600923372,4.583557365,4.370690727
emp135546,4,4,5,4,4,4,5,4,4,4,4,4,4,3,5,4,3,3,5,5,4,5,3,4,4.068439297,4.406650533,4.590492647,4.324313624,3.904305512,4.042979913,3.277823227,4.438476218,4.050997278,4.543814691,4.22990289,4.037046984,4.077005671,4.450651292,3.951808557,3.737487857,3.895387396,3.584557792,4.129443514,4.17918014,4.256145813,4.519640112,3.661046403,3.924580464
emp144363,4,4,5,4,5,4,3,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4.376710369,4.727660166,4.727660166,4.727660166,4.348582924,3.77169416,3.414821112,3.880741523,3.654082174,4.553017876,3.838165434,4.057435192,3.88537473,3.883687191,3.943433107,3.615980374,3.391390594,4.31330845,3.721053237,4.657375527,4.475391239,4.091626506,4.362213707,4.657375527
emp142853,4,4,5,4,5,4,4,5,5,4,5,5,4,4,4,4,4,4,3,5,4,4,5,5,3.999788268,4.287909973,4.811379759,4.680872847,3.988717838,3.743876016,3.688586354,3.803038771,3.516463581,4.789918394,4.285142324,3.862229736,3.708674866,4.806219408,4.31581827,3.960387754,4.136126959,4.31887059,4.037110826,4.450904808,4.167348908,4.336332803,4.678934561,4.876871184
emp140112,5,4,5,4,4,4,4,5,4,4,5,4,5,4,5,4,5,5,3,4,5,4,5,5,3.856456501,4.258725418,3.780715738,3.969380949,4.351756795,4.797956649,3.975510265,4.692769641,4.191944785,4.335823788,4.241621656,4.127213097,3.776514402,3.711636722,4.26249184,3.51702016,4.423745896,4.735887202,3.526568008,4.735887202,4.259792053,3.898443601,4.395173007,4.127650379
emp140841,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,3,5,5,4,4,4,4.574030491,4.615178546,4.243050824,3.654174023,3.905742899,4.197286212,4.096426819,3.991546506,3.992243928,4.245924228,3.872319748,3.825269259,4.677210163,4.487363603,4.265008046,4.162914744,3.977296585,4.343028287,3.577616628,4.391815892,3.982842604,3.782739504,4.547504154,4.152897473
emp139132,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,3,4,4,4,4,4,4,3.346899374,4.537982557,4.02588996,4.257263338,4.299720401,3.153871073,3.74376873,4.555079525,3.481264199,4.002597345,4.508734538,3.981985549,4.219121042,4.578780798,4.49732595,4.524616292,4.311642692,3.74822178,3.601800323,4.276334158,3.608089645,4.368128724,4.229577027,3.4958999
emp140992,4,4,4,4,4,4,4,5,5,5,4,4,3,4,4,4,4,5,4,4,4,4,4,4,3.936493191,4.583374219,3.968895727,3.506056694,4.015237462,3.408146471,4.362738987,3.982320847,3.159528158,4.583374219,4.583374219,4.087822615,3.989582716,3.959869796,4.136255525,3.811758977,3.289677589,4.310070749,3.833649846,4.668232843,3.805582957,4.668232843,4.637587224,4.276577496
emp141064,4,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,5,4,4,3.513197643,4.273027389,4.028410926,3.360516734,4.307207631,3.479342152,3.056291106,3.977985915,3.89331622,3.726180877,3.970055246,4.643378253,3.492106606,4.387831086,4.640832795,4.180664675,4.109729394,3.645403757,4.3704425,3.077369673,3.882621229,4.032934256,4.545505348,4.470247301
emp148637,4,4,5,4,4,4,3,5,4,5,4,4,4,4,4,4,3,4,4,4,4,3,4,3,3.497517957,3.416949149,4.136597407,4.358517224,4.102242677,3.324619532,4.032342185,4.11228568,3.252273755,4.051164328,3.84359386,3.958206227,3.38976798,3.664683377,3.533569021,3.568204543,3.731277321,3.812163875,3.296280072,4.123085804,2.787935532,4.45503864,4.030905602,3.572759004
emp149031,4,5,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3.719385599,4.341413692,4.688936563,4.015028453,3.913279968,4.065865768,4.229205697,4.415268699,4.324845837,3.95232228,4.520488211,3.584211673,3.653237457,3.427403386,4.487486785,3.325465568,4.006700399,3.930168063,4.160714434,4.221946006,3.979846492,4.264309361,4.093079476,4.088200596
emp146253,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,3.501758224,3.72453561,3.608946708,3.937416691,3.804547158,3.627598183,3.209255824,3.696965726,3.782110172,4.108797602,3.242490053,4.162294385,3.958797734,4.415484596,4.196991301,3.674817196,4.605189622,3.783887283,3.502255343,3.91191544,3.835236333,4.231975032,4.481601349,3.744006138
emp144385,3,5,4,4,4,5,4,4,3,4,5,4,4,5,4,4,4,4,4,5,4,4,5,4,4.826271901,4.13799081,4.719142859,4.462319791,4.447546131,4.010163982,2.818086691,4.350501891,4.152013412,4.826271901,3.994516991,3.954177708,4.110842771,4.766250243,4.402556539,3.705072829,3.866368204,3.890641705,3.748019838,4.333459706,3.5059198,4.332926543,4.710276117,4.658433623
emp140835,4,4,5,4,3,4,3,5,4,4,4,4,4,4,4,4,5,4,3,4,4,5,5,4,3.845949315,4.718285549,4.391084997,4.174139053,4.478298675,3.506321523,3.74847337,3.747221073,4.403048364,4.382394104,3.717877684,4.282900205,3.694850928,4.68337667,4.575789076,4.850260207,3.980129294,4.610691375,3.086354428,4.461487721,3.763876099,4.615535063,4.580516831,3.982966136
emp146910,4,4,5,4,5,4,3,4,4,4,4,5,4,4,4,3,4,4,4,5,5,3,4,4,4.009923167,4.525768552,4.525768552,3.629780292,4.46288412,4.26922547,4.492844311,3.831380891,3.71272952,4.375603356,4.495409019,3.505134573,3.869744579,4.573533308,4.350791182,4.387536553,4.178685485,4.060466867,3.736261927,3.94221317,4.424436461,3.995458901,4.175064224,4.153494814
emp148335,4,4,5,4,3,4,3,5,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4.318716524,4.442162635,4.477723928,4.070317756,4.267103314,4.08656111,3.797492554,4.130514593,3.491636317,4.559685571,4.545310413,4.534183356,3.455907576,4.764743078,4.764743078,3.58368237,3.877558022,4.411584489,4.297421384,4.405566012,3.7748529,4.764743078,3.82568565,3.458736621
emp142900,3,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4.380268774,4.482032693,4.557310064,4.21644403,4.142467398,4.424810111,3.149486446,4.126122449,2.969010718,4.302229497,3.708849988,4.436574687,3.600809451,4.006234546,4.700363531,3.266403314,4.394282045,3.819458957,3.638206351,3.896422839,4.467086892,3.806308544,4.361753934,4.311677438
emp137588,4,3,5,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4.226179939,3.948691528,3.357937655,3.743740223,4.199566107,3.779418117,3.299391757,4.197191706,3.832993649,4.111036054,3.989463072,4.042431141,3.821852497,3.816268905,4.386529532,3.023745851,3.627908749,3.676109943,3.239224075,4.386529532,3.650526484,4.386529532,4.034315695,2.997007282
emp148243,4,5,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4.503318666,4.242998356,4.085975618,4.37099434,4.297291127,4.190713751,3.313925744,4.586940406,3.818516279,4.180665682,3.940643882,4.218507217,4.007537231,4.33910391,4.310177542,3.792190894,4.291334858,3.514430318,3.249780229,4.508472513,3.599133749,4.508472513,3.713313631,3.384723121
emp150066,4,4,4,3,4,5,4,5,5,4,5,4,4,5,4,5,4,3,4,3,4,4,5,4,4.050032901,3.715798877,3.545163503,4.647589714,4.581614628,3.783299543,3.181100024,3.501873092,3.303044824,3.766313809,4.448995241,3.827461538,3.506406358,4.1251396,4.25721565,4.056009528,4.03368422,3.438233287,3.510600494,3.611738341,3.399462883,4.10954891,4.237372375,4.417030635
emp147388,4,5,4,5,4,5,3,5,4,4,5,5,4,4,4,4,4,5,4,4,4,4,4,4,3.899118686,4.778174792,4.539736529,4.188672455,4.778174792,4.093642187,4.377955063,4.061730046,4.413257062,4.778174792,4.730418329,4.00451733,3.48202461,4.044138283,3.927409092,3.917053403,4.363391352,4.073214506,3.575314241,3.965649877,4.466519333,4.053232901,4.194695172,3.998042334
emp139113,4,5,5,4,4,4,4,4,5,4,4,4,4,5,5,4,4,4,3,5,4,4,5,4,3.737303796,4.455625463,4.064159244,3.981747393,4.402895966,4.393260109,3.472232519,4.708558295,4.485935082,4.708558295,3.938818358,4.708558295,3.666557709,4.529798486,4.56289161,4.549943351,4.129497114,4.403352236,3.232566309,4.272140808,3.990430511,3.989123114,4.552489678,3.996278677
emp135037,4,4,5,5,4,3,4,4,5,5,5,4,4,5,5,5,4,4,4,5,4,4,5,4,3.875541098,4.476742616,4.604678362,4.128853717,4.254909365,3.859342117,3.452018921,3.965437912,4.772640784,4.580905678,4.169714713,3.805679889,4.456228978,4.033322167,4.823423576,4.066912211,4.344112114,4.670106837,4.855054586,4.615433852,4.367497616,4.356920745,4.895887758,4.088541245
emp142604,4,4,4,4,4,5,3,4,4,4,5,5,4,4,4,4,4,3,3,4,3,4,4,3,4.128209541,3.861640005,3.796640368,3.657039117,4.405619187,4.781267796,4.076810916,4.098963584,4.486761854,4.781267796,4.016120633,4.648155329,3.723305227,4.626077064,3.379494484,4.015265274,4.394613368,3.291083979,3.501710504,3.994121883,4.744791127,4.111312791,4.154651022,4.347011937
emp142050,4,4,4,4,3,4,4,4,4,4,5,3,4,4,3,4,4,4,3,4,4,4,4,4,3.850664405,4.694876689,4.498209884,3.429417174,4.573168051,3.888768131,4.321061466,3.994280926,4.603374578,4.19449545,4.650200675,4.421360481,3.712288737,4.682956682,4.026114883,3.500439725,3.961650463,4.713571404,4.520885131,3.812311448,3.67704517,4.515077093,4.463553311,4.368086689
emp148556,4,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3.62886204,4.618767146,4.169312088,3.70860762,4.093414281,3.926733655,4.193350121,4.597595733,3.978570719,3.18580515,4.426550811,3.910088891,4.090141196,4.46073745,3.913359969,4.35558887,4.422895763,3.549489771,3.882861655,4.339625981,3.49857638,4.474130492,4.127960208,3.699998661
emp142527,4,5,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4.24281896,3.507383123,4.179982106,3.879668904,4.703661557,3.864893299,3.175964701,4.858317817,4.764139482,4.256294384,4.739187417,3.778342121,4.059831547,4.004947285,4.213260762,4.695082479,4.605461306,4.055876082,3.630282075,3.909295238,4.693988973,4.270029764,4.544788492,4.137119817
emp138108,4,4,3,3,4,4,3,4,5,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4.187810822,3.117064803,4.515358607,4.257636353,3.686948995,3.859312491,3.70995034,4.515358607,3.897147875,4.218815581,4.515358607,4.373554493,4.292853919,4.493882498,3.927422855,4.082200783,4.375152978,3.466943365,3.571874693,3.819274981,4.320178286,4.276429891,3.826463608,4.137071948
emp145462,4,5,3,4,4,4,3,4,4,4,4,4,4,5,4,4,5,3,4,4,3,5,4,4,4.152178505,4.159387408,3.388444077,3.60580363,4.356622843,2.802462437,3.250864877,3.722883093,3.976150272,4.176079307,4.47648579,3.687540973,3.767134499,3.963523786,3.497983548,3.408065357,3.370082391,3.964952576,3.680402657,3.287413512,4.048606906,4.19218909,4.526651943,4.132483808
emp146612,4,4,4,4,5,4,4,4,4,5,4,5,4,4,5,4,4,4,4,4,3,4,4,4,3.889178399,4.159740003,4.905114982,4.423961092,4.153209355,4.364808682,4.160928265,4.503149021,4.767430721,4.905114982,3.851722365,3.935657247,4.547468939,4.284574243,4.393948777,4.132875903,3.794220268,4.130522056,3.62515279,4.160179771,4.162437729,4.341997282,4.905114982,4.29774536
emp139719,4,4,4,5,4,4,4,5,4,4,5,4,4,4,5,4,5,5,4,4,4,4,5,3,3.779881521,4.558287198,4.675633302,4.162114062,4.053409773,4.54051986,3.434644411,4.675633302,3.865001687,3.242686579,4.048546435,4.239315139,4.548225127,4.201960679,4.606445434,3.749798682,3.844002174,3.593958693,4.223109316,4.489939997,3.281808799,4.333129994,4.785823925,4.377141571
emp146130,5,4,4,5,4,4,4,4,4,3,4,5,4,4,4,3,4,3,4,4,4,4,4,4,4.089874529,4.620794259,3.99692739,4.20157559,4.058274407,4.620794259,3.643850795,4.214343731,4.333123286,4.366946909,4.344805001,3.738368821,3.435813152,4.731268002,4.442902311,4.731268002,4.487098269,4.101365526,3.907562424,3.960712734,3.397267439,4.710876634,4.214800903,3.823365311
emp143247,4,5,5,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,5,4,4,5,4,3.604208727,4.362304434,4.790659962,4.34570053,4.412302549,4.232427281,3.39689113,3.865462829,4.554890165,4.790659962,4.790659962,4.02548946,3.760961706,4.304228974,4.060957108,4.444631729,4.2203731,3.333942945,3.969637057,4.437999908,4.49704906,4.148518332,4.645248581,4.645248581
emp147255,4,4,4,4,4,5,3,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,5,4.411105673,3.933525866,4.818124601,3.735326707,4.886811775,4.029211405,4.548764308,4.886811775,4.254287602,4.407385052,4.211098233,4.6547422,4.175752052,4.840475777,3.896434941,4.727681428,4.840475777,4.075229253,3.72956247,4.216550814,3.858498225,4.28135842,4.504625086,3.787619072
emp138512,3,4,4,3,4,5,5,5,4,5,4,4,4,4,4,4,5,4,4,4,4,3,5,4,3.735726742,4.471714076,4.720989068,4.630700829,4.55474737,4.166249416,3.852602895,4.017415804,4.153872055,3.691585075,4.031826726,4.465581316,3.687570808,4.367681659,4.64972935,3.639348708,3.697224282,4.133533454,4.238464313,4.010970605,4.2701306,4.182967441,4.765198048,4.104587437
emp148664,4,5,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,3,5,4,5,5,4,3.936114763,4.254708522,4.593488664,3.356462772,3.639979416,3.990110379,3.933698838,3.72359523,4.538429274,4.089821686,4.248847408,3.993498345,3.028472294,4.603346826,4.650120242,4.189776763,4.307537459,3.861594797,3.186363542,4.130393566,4.151975611,4.650120242,4.010970521,4.43792157
emp136280,4,5,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3.827749118,4.78371777,3.798056424,3.657614524,4.607671578,3.817778992,4.332611732,4.649666789,4.010884128,4.349145805,4.037342867,4.406634615,4.192295395,4.458462617,4.255583044,3.993705456,4.699856146,3.922861434,4.225324866,4.481887333,3.573662223,4.267565256,3.605611554,3.798150688
emp145976,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4.615267003,4.076384679,4.267581009,3.77126486,4.402879248,3.717056089,4.163044481,4.597515039,4.365153039,4.027066189,4.823697417,4.548271689,3.556646088,4.095492213,3.963168806,4.325143876,3.900252888,3.826919974,4.273588663,4.553648937,4.172729945,3.505414093,3.714472377,4.329129946
emp144449,4,4,4,4,5,5,4,5,4,4,4,5,4,4,4,4,4,4,3,5,4,4,4,4,3.552378234,3.936644847,4.192532591,4.08234412,3.904459065,4.250559531,3.907544925,3.607831822,3.891985575,4.089017658,4.026730782,3.409912377,4.302608146,4.23194484,4.094786074,4.391007277,3.60688083,4.392251579,3.47853456,4.57821793,3.640340345,4.590586466,3.826305862,4.008419729
emp150673,4,5,3,3,3,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4.081996866,4.563769486,4.052963289,2.677793113,4.216396194,4.513249194,4.599533873,4.518164498,3.931124333,3.623669112,3.882896062,4.060554846,3.908016986,4.160682737,3.417244432,3.825332723,3.753024589,4.134476594,3.437759845,3.788037866,3.731871791,3.932979813,4.473373146,4.323369548
emp146094,4,5,4,4,5,3,4,3,4,5,4,4,4,4,4,3,4,4,5,4,4,4,5,4,3.905468242,4.446889332,4.608910566,3.724861264,4.001278874,4.608910566,4.012726793,3.669174352,3.997365392,4.225001278,4.354608201,4.051103042,4.568967759,3.80429592,4.634717292,3.542231439,4.573074263,3.738419196,4.283447366,4.681064572,4.319938085,4.681064572,4.493776148,3.960837082
emp151102,5,5,4,4,4,4,4,5,4,4,4,3,5,4,5,4,5,4,4,5,4,4,5,4,3.630188616,4.696213744,4.772326559,3.647743658,4.23593307,4.010376756,2.995997495,4.549841954,4.154657964,4.484381797,4.530494061,4.687521288,4.316734019,4.225228011,4.024314896,3.235711556,4.281176569,3.616584807,3.77730338,4.133051899,4.191520632,4.775596652,3.987511755,4.325777099
