employee_id,event_date,country,job_level,department,start_date,tenure_years,new_starter
emp100744,2024-12-31,Germany,Specialist,Consulting,2024-11-14,1.38,NA
emp104964,2024-12-31,Germany,Manager/ Senior Specialist,Consulting,2024-02-07,5.01,NA
emp106708,2024-12-31,Germany,Director/ Head of,Consulting,2022-03-05,3.83,NA
emp108611,2024-12-31,Germany,Manager/ Senior Specialist,Consulting,2023-09-19,4.87,NA
emp120751,2024-12-31,Germany,Specialist,Consulting,2023-10-17,1.92,NA
emp123784,2024-12-31,Germany,Director/ Head of,Finance,2024-10-17,3.86,NA
emp103199,2024-12-31,Germany,Manager/ Senior Specialist,Sales,2023-05-28,3.99,NA
emp122053,2024-12-31,Germany,Manager/ Senior Specialist,Sales,2024-09-04,3.75,NA
emp122516,2024-12-31,Germany,Manager/ Senior Specialist,Sales,2023-09-19,5.04,NA
emp107777,2024-12-31,Italy,Specialist,Consulting,2024-05-08,3.68,NA
emp117683,2024-12-31,Netherlands,Entry Level,Consulting,2023-02-15,2.78,NA
emp109885,2024-12-31,Netherlands,Specialist,R&D,2023-10-17,2.79,NA
emp118456,2024-12-31,Spain,Specialist,Customer Service,2021-04-19,4.45,NA
emp103940,2025-01-01,Germany,Entry Level,Consulting,2024-07-26,1.79,NA
emp105473,2025-01-01,Germany,Entry Level,Consulting,2024-10-26,1.81,NA
emp118528,2025-01-01,Germany,Specialist,Consulting,2023-06-22,4.07,NA
emp119574,2025-01-01,Germany,Director/ Head of,Consulting,2023-12-20,8.48,NA
emp125132,2025-01-01,Germany,Entry Level,Consulting,2024-12-02,2.19,NA
emp125714,2025-01-01,Germany,Manager/ Senior Specialist,R&D,2022-10-29,4.07,NA
emp126386,2025-01-01,Germany,Specialist,R&D,2023-07-09,2,NA
emp106664,2025-01-01,Germany,Specialist,Sales,2024-01-01,3.99,NA
emp126699,2025-01-01,Italy,Entry Level,Consulting,2024-06-30,1.51,NA
emp108764,2025-01-01,Italy,Entry Level,Customer Service,2024-08-31,2.67,NA
emp115266,2025-01-01,Netherlands,Specialist,Consulting,2023-04-22,2.19,NA
emp119451,2025-01-01,Netherlands,Manager/ Senior Specialist,Customer Service,2023-11-03,5.82,NA
emp117634,2025-01-01,Netherlands,Entry Level,Finance,2024-05-15,2.19,NA
emp109768,2025-01-01,Spain,Manager/ Senior Specialist,Consulting,2023-08-21,6.83,NA
emp119089,2025-01-01,Spain,Specialist,Consulting,2024-06-13,2.19,NA
emp123123,2025-01-01,Spain,Entry Level,Sales,2024-02-18,1.92,NA
emp102149,2025-01-02,Germany,Director/ Head of,Consulting,2024-03-04,4.59,NA
emp105300,2025-01-02,Germany,Specialist,Consulting,2024-10-28,2,NA
emp118042,2025-01-02,Germany,Entry Level,Consulting,2024-01-18,2.19,NA
emp120357,2025-01-02,Germany,Entry Level,Consulting,2024-08-19,2,NA
emp104402,2025-01-02,Germany,Entry Level,Customer Service,2024-02-07,2.48,NA
emp105006,2025-01-02,Germany,Entry Level,Customer Service,2024-09-28,3.34,NA
emp127121,2025-01-02,Germany,Manager/ Senior Specialist,Customer Service,2020-12-12,6.56,NA
emp100479,2025-01-02,Germany,Specialist,Finance,2024-10-22,3.6,NA
emp112794,2025-01-02,Germany,Specialist,Sales,2024-04-23,2.34,NA
emp126843,2025-01-02,Germany,Manager/ Senior Specialist,Sales,2024-12-19,3.42,NA
emp117859,2025-01-02,Italy,Specialist,Consulting,2021-12-22,3.58,NA
emp113465,2025-01-02,Netherlands,Manager/ Senior Specialist,Consulting,2024-05-29,4.17,NA
emp124029,2025-01-02,Netherlands,Entry Level,Marketing,2024-04-22,1.3,NA
emp122733,2025-01-02,Spain,Specialist,Consulting,2024-04-23,2.82,NA
emp111196,2025-01-02,Spain,Entry Level,R&D,2024-04-26,2.72,NA
emp107471,2025-01-02,Spain,Manager/ Senior Specialist,Sales,2022-10-13,5.22,NA
emp112167,2025-01-02,Spain,Director/ Head of,Sales,2021-08-06,4.32,NA
emp104675,2025-01-03,France,Entry Level,Consulting,2024-08-22,1.95,NA
emp105507,2025-01-03,France,Entry Level,Customer Service,2024-02-20,1.7,NA
emp105874,2025-01-03,France,Entry Level,Customer Service,2023-09-09,2.65,NA
emp107983,2025-01-03,Germany,Specialist,Consulting,2023-02-08,2.41,NA
emp109999,2025-01-03,Germany,Entry Level,Consulting,2024-11-11,2.54,NA
emp114395,2025-01-03,Germany,Entry Level,Consulting,2024-09-04,2.13,NA
emp125259,2025-01-03,Germany,Manager/ Senior Specialist,Consulting,2024-08-21,5.8,NA
emp127350,2025-01-03,Germany,Entry Level,Customer Service,2024-02-19,2.69,NA
emp104369,2025-01-03,Germany,Manager/ Senior Specialist,R&D,2021-05-30,4.96,NA
emp106296,2025-01-03,Germany,Manager/ Senior Specialist,R&D,2023-05-07,5.33,NA
emp125025,2025-01-03,Germany,Specialist,Sales,2022-08-10,4.63,NA
emp105201,2025-01-03,Italy,Entry Level,Consulting,2024-05-03,2.25,NA
emp119530,2025-01-03,Netherlands,Manager/ Senior Specialist,Consulting,2024-02-19,5.48,NA
emp119269,2025-01-03,Netherlands,Specialist,Sales,2024-08-07,2.29,NA
emp113722,2025-01-03,Spain,Entry Level,Consulting,2024-11-30,2.58,NA
emp129765,2025-01-03,Spain,Entry Level,Consulting,2024-01-05,2.48,NA
emp106807,2025-01-04,France,Manager/ Senior Specialist,R&D,2022-11-26,3.96,NA
emp123473,2025-01-04,France,Specialist,R&D,2023-07-19,3,NA
emp116183,2025-01-04,France,Entry Level,Sales,2024-12-27,2.05,NA
emp102791,2025-01-04,Germany,Entry Level,Consulting,2024-12-31,2.24,NA
emp107418,2025-01-04,Germany,Entry Level,Consulting,2023-10-24,1.9,NA
emp119095,2025-01-04,Germany,Entry Level,Consulting,2024-05-20,1.94,NA
emp119453,2025-01-04,Germany,Entry Level,Consulting,2024-05-12,2.57,NA
emp123795,2025-01-04,Germany,Specialist,Consulting,2024-03-18,3.7,NA
emp126048,2025-01-04,Germany,Specialist,Consulting,2024-12-06,2.18,NA
emp104532,2025-01-04,Germany,Specialist,Customer Service,2024-12-27,2.4,NA
emp101554,2025-01-04,Germany,Specialist,Finance,2024-03-21,1.91,NA
emp100671,2025-01-04,Germany,Entry Level,Sales,2024-08-08,2.78,NA
emp114946,2025-01-04,Germany,Manager/ Senior Specialist,Sales,2024-12-02,3.21,NA
emp124298,2025-01-04,Germany,Specialist,Sales,2024-01-14,3.58,NA
emp105308,2025-01-04,Italy,Specialist,Consulting,2024-04-18,3.02,NA
emp128722,2025-01-04,Italy,Entry Level,Consulting,2024-06-26,1.94,NA
emp107124,2025-01-04,Italy,Specialist,Sales,2024-10-29,1.39,NA
emp121469,2025-01-04,Netherlands,Entry Level,Consulting,2024-10-27,1.42,NA
emp124914,2025-01-04,Netherlands,Manager/ Senior Specialist,Consulting,2023-07-03,3.71,NA
emp105962,2025-01-04,Spain,Entry Level,Customer Service,2023-09-06,2.08,NA
emp108103,2025-01-05,France,Manager/ Senior Specialist,Consulting,2024-09-24,3.52,NA
emp128836,2025-01-05,France,Manager/ Senior Specialist,Consulting,2023-07-02,3.75,NA
emp114320,2025-01-05,Germany,Manager/ Senior Specialist,Consulting,2024-08-18,4.44,NA
emp126745,2025-01-05,Germany,Entry Level,Consulting,2023-04-13,2.51,NA
emp119282,2025-01-05,Italy,Manager/ Senior Specialist,Sales,2024-02-16,3.61,NA
emp110139,2025-01-05,Netherlands,Manager/ Senior Specialist,Consulting,2023-02-02,2.59,NA
emp120445,2025-01-05,Netherlands,Director/ Head of,Consulting,2021-08-29,4.98,NA
emp109389,2025-01-05,Netherlands,Specialist,R&D,2024-06-01,2.23,NA
emp117782,2025-01-06,France,Entry Level,Marketing,2023-11-24,1.45,NA
emp112596,2025-01-06,Germany,Entry Level,Consulting,2025-01-06,2.12,NA
emp113930,2025-01-06,Germany,Entry Level,Consulting,2024-02-14,1.54,NA
emp118428,2025-01-06,Germany,Manager/ Senior Specialist,Consulting,2021-09-22,4.76,NA
emp129489,2025-01-06,Germany,Specialist,Consulting,2024-07-05,3.07,NA
emp103670,2025-01-06,Germany,Leadership,Finance,2023-08-05,11.51,NA
emp107309,2025-01-06,Germany,Entry Level,HR,2024-11-13,2.7,NA
emp102071,2025-01-06,Germany,Manager/ Senior Specialist,Sales,2021-07-25,5.42,NA
emp125639,2025-01-06,Germany,Specialist,Sales,2022-12-17,3.51,NA
emp106346,2025-01-06,Netherlands,Specialist,Consulting,2024-11-17,3.43,NA
emp108698,2025-01-06,Netherlands,Entry Level,Consulting,2024-11-15,1.73,NA
emp103509,2025-01-06,Netherlands,Entry Level,R&D,2024-04-24,1.09,NA
emp111445,2025-01-06,Netherlands,Manager/ Senior Specialist,Sales,2024-02-04,3.31,NA
emp102166,2025-01-06,Spain,Manager/ Senior Specialist,Consulting,2024-07-20,3.87,NA
emp104667,2025-01-06,Spain,Entry Level,Consulting,2024-02-05,2.21,NA
emp105902,2025-01-06,Spain,Specialist,Consulting,2023-06-26,2.75,NA
emp111975,2025-01-07,France,Manager/ Senior Specialist,Sales,2021-12-01,4.49,NA
emp114218,2025-01-07,France,Entry Level,Sales,2024-09-21,2.11,NA
emp106174,2025-01-07,Germany,Specialist,Consulting,2024-06-23,2.82,NA
emp108197,2025-01-07,Germany,Specialist,Consulting,2023-10-14,2.56,NA
emp124190,2025-01-07,Germany,Entry Level,Consulting,2024-08-09,2.27,NA
emp125978,2025-01-07,Germany,Specialist,HR,2024-10-05,2.21,NA
emp106505,2025-01-07,Germany,Entry Level,R&D,2024-07-04,2.12,NA
emp123515,2025-01-07,Germany,Entry Level,R&D,2024-10-06,2.87,NA
emp106171,2025-01-07,Germany,Specialist,Sales,2023-10-16,3.22,NA
emp117309,2025-01-07,Italy,Entry Level,Marketing,2024-11-11,2.5,NA
emp105303,2025-01-07,Netherlands,Specialist,Consulting,2023-10-24,4.99,NA
emp114079,2025-01-07,Netherlands,Manager/ Senior Specialist,Consulting,2024-03-23,2.95,NA
emp123463,2025-01-07,Netherlands,Entry Level,Consulting,2024-09-17,2.12,NA
emp105860,2025-01-07,Spain,Manager/ Senior Specialist,R&D,2022-02-17,4.61,NA
emp109969,2025-01-08,France,Entry Level,Customer Service,2024-12-24,2.39,NA
emp101072,2025-01-08,Germany,Manager/ Senior Specialist,Consulting,2024-05-17,7,NA
emp102351,2025-01-08,Germany,Entry Level,Consulting,2024-12-24,1.76,NA
emp107733,2025-01-08,Germany,Entry Level,Consulting,2024-11-15,2.83,NA
emp108943,2025-01-08,Germany,Entry Level,Consulting,2024-08-28,2.33,NA
emp114866,2025-01-08,Germany,Manager/ Senior Specialist,Consulting,2022-12-24,3.88,NA
emp108152,2025-01-08,Germany,Entry Level,Marketing,2024-07-21,1.99,NA
emp109409,2025-01-08,Germany,Specialist,Marketing,2022-11-04,2.81,NA
emp110903,2025-01-08,Germany,Entry Level,R&D,2023-12-25,3.43,NA
emp127197,2025-01-08,Germany,Specialist,Sales,2024-06-24,4.5,NA
emp119433,2025-01-08,Italy,Entry Level,Consulting,2024-10-11,1.7,NA
emp116559,2025-01-08,Italy,Specialist,Sales,2023-06-09,3.06,NA
emp101348,2025-01-08,Netherlands,Director/ Head of,Marketing,2023-11-23,3.38,NA
emp109246,2025-01-09,France,Entry Level,Consulting,2024-05-26,1.63,NA
emp119672,2025-01-09,Germany,Manager/ Senior Specialist,Consulting,2024-06-27,3.51,NA
emp120367,2025-01-09,Germany,Specialist,Consulting,2024-08-10,3.15,NA
emp107832,2025-01-09,Germany,Entry Level,Customer Service,2024-08-14,2.35,NA
emp105411,2025-01-09,Germany,Manager/ Senior Specialist,Sales,2021-01-26,4.23,NA
emp112482,2025-01-09,Germany,Manager/ Senior Specialist,Sales,2024-12-11,2.01,NA
emp119379,2025-01-09,Germany,Entry Level,Sales,2024-02-23,2.13,NA
emp113627,2025-01-09,Spain,Specialist,Consulting,2023-05-16,3.8,NA
emp128815,2025-01-10,France,Entry Level,Marketing,2024-01-14,2.67,NA
emp112196,2025-01-10,France,Entry Level,R&D,2024-08-06,1.85,NA
emp103167,2025-01-10,Germany,Specialist,Consulting,2023-10-25,3.53,NA
emp105721,2025-01-10,Germany,Entry Level,Consulting,2024-05-01,2.32,NA
emp107229,2025-01-10,Germany,Entry Level,Consulting,2024-09-16,2.84,NA
emp112021,2025-01-10,Germany,Specialist,Consulting,2024-02-15,4.21,NA
emp120331,2025-01-10,Germany,Entry Level,Consulting,2024-11-27,2.04,NA
emp123912,2025-01-10,Germany,Specialist,Consulting,2022-08-06,4.29,NA
emp113197,2025-01-10,Germany,Manager/ Senior Specialist,Customer Service,2025-01-09,5.2,NA
emp108123,2025-01-10,Germany,Entry Level,HR,2024-12-26,2.55,NA
emp110695,2025-01-10,Germany,Entry Level,R&D,2024-03-25,1.89,NA
emp119510,2025-01-10,Germany,Specialist,R&D,2024-07-06,2.44,NA
emp102816,2025-01-10,Germany,Manager/ Senior Specialist,Sales,2021-03-28,4.68,NA
emp124478,2025-01-10,Germany,Entry Level,Sales,2024-12-06,2.39,NA
emp124783,2025-01-10,Germany,Specialist,Sales,2022-11-13,3.92,NA
emp118662,2025-01-10,Italy,Manager/ Senior Specialist,Customer Service,2020-03-15,6.07,NA
emp104239,2025-01-11,France,Specialist,Consulting,2024-11-29,3.37,NA
emp104760,2025-01-11,France,Entry Level,Consulting,2024-12-07,2.85,NA
emp112438,2025-01-11,Germany,Specialist,Consulting,2024-07-15,3.16,NA
emp120558,2025-01-11,Italy,Specialist,Consulting,2023-05-20,2.77,NA
emp105648,2025-01-11,Netherlands,Manager/ Senior Specialist,Consulting,2022-10-11,2.95,NA
emp106868,2025-01-11,Netherlands,Manager/ Senior Specialist,Customer Service,2024-09-15,3.12,NA
emp101787,2025-01-11,Spain,Specialist,Consulting,2024-05-09,2.85,NA
emp125695,2025-01-11,Spain,Specialist,Consulting,2024-06-22,3.5,NA
emp123038,2025-01-11,Spain,Specialist,Sales,2024-06-23,3.19,NA
emp111112,2025-01-12,France,Entry Level,Consulting,2024-03-12,2.22,NA
emp114904,2025-01-12,France,Entry Level,Marketing,2024-10-23,1.65,NA
emp109020,2025-01-12,Germany,Specialist,Consulting,2023-12-19,2.85,NA
emp112158,2025-01-12,Germany,Entry Level,Consulting,2024-11-22,1.7,NA
emp112888,2025-01-12,Germany,Specialist,Consulting,2024-09-29,4.28,NA
emp114338,2025-01-12,Germany,Specialist,Consulting,2024-11-13,1.83,NA
emp114399,2025-01-12,Germany,Specialist,Consulting,2024-08-22,2.22,NA
emp128045,2025-01-12,Germany,Specialist,Consulting,2021-11-22,3.57,NA
emp106542,2025-01-12,Germany,Specialist,Sales,2023-07-13,2.28,NA
emp121031,2025-01-12,Italy,Entry Level,Consulting,2023-11-12,2.32,NA
emp103899,2025-01-12,Italy,Entry Level,Customer Service,2023-11-16,3.46,NA
emp122339,2025-01-12,Spain,Entry Level,Consulting,2023-03-26,2.27,NA
emp126138,2025-01-12,Spain,Entry Level,Marketing,2024-09-17,1.58,NA
emp101860,2025-01-13,France,Specialist,Consulting,2023-06-21,3.25,NA
emp121818,2025-01-13,France,Director/ Head of,Consulting,2024-09-08,5.27,NA
emp121493,2025-01-13,France,Manager/ Senior Specialist,Marketing,2024-07-31,4.96,NA
emp109166,2025-01-13,France,Entry Level,R&D,2023-02-23,2.16,NA
emp108223,2025-01-13,Germany,Manager/ Senior Specialist,Consulting,2024-12-13,3.93,NA
emp113982,2025-01-13,Germany,Director/ Head of,Consulting,2024-09-23,8.78,NA
emp129025,2025-01-13,Germany,Entry Level,Consulting,2023-01-21,2.54,NA
emp129426,2025-01-13,Germany,Entry Level,Consulting,2023-09-24,1.59,NA
emp125073,2025-01-13,Spain,Entry Level,Consulting,2024-07-28,1.57,NA
emp101210,2025-01-13,Spain,Specialist,Marketing,2024-02-16,3.1,NA
emp100831,2025-01-13,Spain,Specialist,R&D,2024-06-03,2.02,NA
emp105789,2025-01-14,Germany,Specialist,Consulting,2024-05-27,3.7,NA
emp124539,2025-01-14,Germany,Entry Level,Consulting,2024-07-05,2.05,NA
emp104878,2025-01-14,Germany,Specialist,Customer Service,2024-06-24,4.43,NA
emp110506,2025-01-14,Germany,Manager/ Senior Specialist,Customer Service,2024-03-21,2.67,NA
emp115876,2025-01-14,Germany,Entry Level,HR,2024-10-08,2.02,NA
emp124536,2025-01-14,Germany,Manager/ Senior Specialist,Marketing,2022-03-22,3.93,NA
emp107734,2025-01-14,Germany,Manager/ Senior Specialist,R&D,2024-06-06,4.05,NA
emp127520,2025-01-14,Germany,Manager/ Senior Specialist,Sales,2022-06-13,5.75,NA
emp104782,2025-01-14,Spain,Entry Level,Consulting,2024-10-29,2.28,NA
emp120750,2025-01-14,Spain,Manager/ Senior Specialist,Consulting,2023-01-04,5.07,NA
emp125856,2025-01-14,Spain,Entry Level,Consulting,2024-12-25,2.5,NA
emp116527,2025-01-15,France,Manager/ Senior Specialist,Consulting,2024-06-22,3.62,NA
emp104238,2025-01-15,France,Entry Level,Sales,2025-01-04,2.59,NA
emp125202,2025-01-15,France,Specialist,Sales,2024-03-08,3.7,NA
emp104834,2025-01-15,Germany,Specialist,Consulting,2023-11-26,4.18,NA
emp107337,2025-01-15,Germany,Specialist,Consulting,2023-06-30,3.92,NA
emp110694,2025-01-15,Germany,Specialist,Consulting,2022-08-17,3.65,NA
emp110678,2025-01-15,Germany,Manager/ Senior Specialist,Customer Service,2024-10-22,4.42,NA
emp115630,2025-01-15,Germany,Manager/ Senior Specialist,Customer Service,2024-08-18,3.38,NA
emp119364,2025-01-15,Germany,Manager/ Senior Specialist,HR,2021-12-04,3.82,NA
emp104038,2025-01-15,Germany,Manager/ Senior Specialist,Sales,2024-05-21,3.52,NA
emp104264,2025-01-15,Germany,Entry Level,Sales,2024-03-19,1.39,NA
emp119624,2025-01-15,Germany,Entry Level,Sales,2024-06-08,3.3,NA
emp125419,2025-01-15,Germany,Entry Level,Sales,2023-12-03,2.28,NA
emp116966,2025-01-15,Netherlands,Entry Level,Consulting,2024-01-16,1.55,NA
emp120575,2025-01-15,Spain,Specialist,Marketing,2023-01-05,4.3,NA
emp120192,2025-01-16,Germany,Specialist,Consulting,2022-08-16,4.5,NA
emp100027,2025-01-16,Germany,Specialist,R&D,2024-11-15,3.07,NA
emp120191,2025-01-16,Germany,Specialist,R&D,2024-05-25,2.32,NA
emp110044,2025-01-16,Germany,Entry Level,Sales,2024-12-25,2.79,NA
emp112083,2025-01-16,Germany,Entry Level,Sales,2024-12-08,2.28,NA
emp115939,2025-01-16,Italy,Manager/ Senior Specialist,Consulting,2023-09-13,3.86,NA
emp103608,2025-01-16,Netherlands,Manager/ Senior Specialist,Consulting,2023-02-13,4.75,NA
emp112392,2025-01-16,Netherlands,Entry Level,Customer Service,2023-04-27,2.25,NA
emp103081,2025-01-16,Netherlands,Specialist,Sales,2024-10-14,2.26,NA
emp121603,2025-01-16,Netherlands,Entry Level,Sales,2024-03-03,2.31,NA
emp104206,2025-01-17,France,Manager/ Senior Specialist,Consulting,2024-09-14,1.84,NA
emp107894,2025-01-17,France,Specialist,Consulting,2024-11-20,2.58,NA
emp122853,2025-01-17,France,Entry Level,R&D,2024-12-13,1.18,NA
emp100227,2025-01-17,Germany,Entry Level,Consulting,2024-08-05,1.19,NA
emp100616,2025-01-17,Germany,Manager/ Senior Specialist,Consulting,2022-07-21,4.98,NA
emp108419,2025-01-17,Germany,Specialist,Consulting,2024-02-27,3.23,NA
emp125937,2025-01-17,Netherlands,Entry Level,Consulting,2024-12-14,1.99,NA
emp128258,2025-01-17,Netherlands,Specialist,Consulting,2022-03-13,3.23,NA
emp102255,2025-01-17,Spain,Specialist,Consulting,2024-10-08,4.06,NA
emp126223,2025-01-17,Spain,Leadership,Marketing,2023-07-25,10.16,NA
emp114292,2025-01-18,France,Entry Level,Customer Service,2024-10-19,2.41,NA
emp127289,2025-01-18,France,Manager/ Senior Specialist,Marketing,2022-12-25,2.95,NA
emp118308,2025-01-18,France,Specialist,Sales,2024-09-27,3.31,NA
emp116794,2025-01-18,Germany,Entry Level,Consulting,2023-10-29,2,NA
emp113580,2025-01-18,Germany,Manager/ Senior Specialist,Customer Service,2024-05-15,4.22,NA
emp126305,2025-01-18,Germany,Specialist,Customer Service,2023-04-16,2.82,NA
emp128401,2025-01-18,Germany,Manager/ Senior Specialist,Customer Service,2023-04-09,2.34,NA
emp127539,2025-01-18,Germany,Manager/ Senior Specialist,R&D,2020-04-05,5.72,NA
emp105454,2025-01-18,Italy,Specialist,Sales,2024-06-01,3.52,NA
emp128469,2025-01-18,Italy,Specialist,Sales,2021-03-15,4.12,NA
emp129186,2025-01-18,Netherlands,Entry Level,Consulting,2024-06-14,1.87,NA
emp127241,2025-01-18,Netherlands,Manager/ Senior Specialist,Finance,2023-11-12,4.97,NA
emp101672,2025-01-18,Netherlands,Specialist,Sales,2024-12-28,2.38,NA
emp103539,2025-01-18,Spain,Entry Level,Finance,2024-12-22,1.64,NA
emp109708,2025-01-19,France,Director/ Head of,Consulting,2023-04-15,4.43,NA
emp110662,2025-01-19,France,Entry Level,Customer Service,2024-11-10,1.73,NA
emp122096,2025-01-19,France,Specialist,HR,2023-03-20,2.71,NA
emp119761,2025-01-19,France,Specialist,Sales,2024-12-29,1.95,NA
emp103505,2025-01-19,Germany,Manager/ Senior Specialist,Consulting,2020-10-29,4.86,NA
emp111399,2025-01-19,Germany,Specialist,Consulting,2024-10-09,3.17,NA
emp122559,2025-01-19,Germany,Entry Level,Consulting,2025-01-02,1.82,NA
emp115191,2025-01-19,Germany,Entry Level,Customer Service,2024-09-03,2.11,NA
emp115468,2025-01-19,Germany,Manager/ Senior Specialist,R&D,2024-07-05,5.09,NA
emp109137,2025-01-19,Germany,Entry Level,Sales,2023-12-29,1.84,NA
emp119926,2025-01-19,Germany,Entry Level,Sales,2024-04-30,1.57,NA
emp123559,2025-01-19,Netherlands,Entry Level,Customer Service,2023-10-22,1.73,NA
emp114357,2025-01-20,Germany,Specialist,Customer Service,2024-03-22,2.88,NA
emp118686,2025-01-20,Germany,Entry Level,Customer Service,2024-08-28,1.36,NA
emp101583,2025-01-20,Germany,Specialist,Finance,2023-01-14,3.36,NA
emp120897,2025-01-20,Germany,Manager/ Senior Specialist,Marketing,2024-06-28,3.33,NA
emp129344,2025-01-20,Italy,Entry Level,Customer Service,2022-10-05,3.29,NA
emp110623,2025-01-20,Netherlands,Specialist,Consulting,2024-11-13,3.51,NA
emp121113,2025-01-20,Netherlands,Entry Level,Consulting,2024-06-25,2.21,NA
emp106060,2025-01-20,Spain,Entry Level,Consulting,2024-06-30,1.2,NA
emp120172,2025-01-21,France,Entry Level,Consulting,2023-09-12,2.72,NA
emp113430,2025-01-21,France,Entry Level,HR,2023-08-07,2.42,NA
emp116108,2025-01-21,France,Manager/ Senior Specialist,R&D,2024-06-08,4.36,NA
emp118910,2025-01-21,France,Entry Level,Sales,2024-07-27,1.46,NA
emp129029,2025-01-21,Germany,Entry Level,Consulting,2023-01-13,2.65,NA
emp129857,2025-01-21,Germany,Manager/ Senior Specialist,Consulting,2022-01-17,6.07,NA
emp120727,2025-01-21,Germany,Manager/ Senior Specialist,Finance,2022-06-19,4.85,NA
emp101838,2025-01-21,Germany,Entry Level,Marketing,2024-10-09,2.6,NA
emp109317,2025-01-21,Netherlands,Specialist,Finance,2024-10-16,2.51,NA
emp122779,2025-01-21,Spain,Specialist,Consulting,2024-07-21,4.46,NA
emp110312,2025-01-21,Spain,Entry Level,Finance,2024-08-28,1.27,NA
emp117147,2025-01-22,France,Manager/ Senior Specialist,Consulting,2023-02-16,3.66,NA
emp122914,2025-01-22,France,Entry Level,Consulting,2025-01-03,1.57,NA
emp113284,2025-01-22,France,Entry Level,Customer Service,2023-12-06,2.66,NA
emp101224,2025-01-22,Germany,Entry Level,Consulting,2024-12-01,1.94,NA
emp114094,2025-01-22,Germany,Specialist,Consulting,2024-04-03,4.1,NA
emp127875,2025-01-22,Germany,Entry Level,Consulting,2023-08-22,1.84,NA
emp119446,2025-01-22,Netherlands,Manager/ Senior Specialist,Customer Service,2024-01-29,3.5,NA
emp128582,2025-01-22,Netherlands,Specialist,Finance,2024-01-17,5.1,NA
emp114206,2025-01-22,Spain,Manager/ Senior Specialist,Consulting,2024-01-05,5.37,NA
emp113130,2025-01-22,Spain,Entry Level,R&D,2024-12-28,2.29,NA
emp104204,2025-01-23,France,Specialist,Sales,2024-08-03,1.48,NA
emp111530,2025-01-23,Germany,Entry Level,Consulting,2023-12-26,2.4,NA
emp119488,2025-01-23,Germany,Specialist,Consulting,2024-04-03,1.53,NA
emp105155,2025-01-23,Germany,Entry Level,HR,2024-10-31,1.9,NA
emp118306,2025-01-23,Germany,Specialist,R&D,2024-12-19,2.91,NA
emp123789,2025-01-23,Italy,Manager/ Senior Specialist,Consulting,2023-09-17,2.56,NA
emp119016,2025-01-23,Netherlands,Specialist,Consulting,2024-10-28,3.39,NA
emp129573,2025-01-23,Netherlands,Entry Level,Customer Service,2023-06-24,2.78,NA
emp126612,2025-01-23,Netherlands,Specialist,Finance,2024-08-05,2.21,NA
emp102436,2025-01-23,Netherlands,Manager/ Senior Specialist,Sales,2023-06-17,4.8,NA
emp104158,2025-01-23,Spain,Entry Level,Consulting,2023-07-24,1.77,NA
emp111114,2025-01-24,France,Entry Level,Consulting,2023-08-07,2.19,NA
emp104223,2025-01-24,France,Specialist,Finance,2024-10-13,3.84,NA
emp126037,2025-01-24,Germany,Specialist,Consulting,2024-07-31,2.81,NA
emp112603,2025-01-24,Germany,Entry Level,Sales,2023-09-26,2.53,NA
emp104766,2025-01-24,Italy,Entry Level,Consulting,2024-05-19,1.98,NA
emp109506,2025-01-24,Spain,Manager/ Senior Specialist,Consulting,2023-09-19,5.63,NA
emp107209,2025-01-25,Germany,Entry Level,Consulting,2024-09-24,2.37,NA
emp114078,2025-01-25,Germany,Specialist,Consulting,2024-06-12,2.53,NA
emp120667,2025-01-25,Germany,Entry Level,Consulting,2024-01-26,1.39,NA
emp126363,2025-01-25,Germany,Entry Level,Consulting,2024-11-03,1.88,NA
emp120891,2025-01-25,Germany,Entry Level,Customer Service,2023-08-07,2.31,NA
emp121072,2025-01-25,Germany,Entry Level,Customer Service,2024-10-02,1.59,NA
emp123024,2025-01-25,Germany,Specialist,Marketing,2024-05-01,3.07,NA
emp113863,2025-01-25,Germany,Specialist,R&D,2024-03-07,3.1,NA
emp119224,2025-01-25,Germany,Specialist,Sales,2023-08-11,3.15,NA
emp113509,2025-01-25,Netherlands,Specialist,Consulting,2024-05-26,2.03,NA
emp122298,2025-01-25,Spain,Entry Level,Consulting,2023-09-21,2.44,NA
emp103532,2025-01-25,Spain,Specialist,R&D,2023-11-17,2.82,NA
emp111470,2025-01-25,Spain,Entry Level,Sales,2024-02-06,2.98,NA
emp111785,2025-01-26,France,Manager/ Senior Specialist,Consulting,2024-08-05,4.72,NA
emp115841,2025-01-26,France,Entry Level,Consulting,2024-04-26,2.19,NA
emp125133,2025-01-26,France,Entry Level,Customer Service,2023-03-18,2.72,NA
emp127756,2025-01-26,France,Manager/ Senior Specialist,R&D,2024-03-14,4.94,NA
emp102586,2025-01-26,Germany,Specialist,Consulting,2021-06-28,3.92,NA
emp105554,2025-01-26,Germany,Manager/ Senior Specialist,Consulting,2021-06-12,4.44,NA
emp109498,2025-01-26,Germany,Manager/ Senior Specialist,Consulting,2022-10-02,4.68,NA
emp113944,2025-01-26,Germany,Specialist,Consulting,2023-01-31,3.62,NA
emp115555,2025-01-26,Germany,Specialist,Consulting,2024-09-21,2.08,NA
emp115795,2025-01-26,Germany,Specialist,Consulting,2024-04-17,3.62,NA
emp122657,2025-01-26,Germany,Specialist,Consulting,2024-01-25,3.4,NA
